Title	Author	Description	Content	Published At	URL
CNN Polls: Harris has a narrow edge in Michigan and Wisconsin, while she and Trump remain tied in Pennsylvania	Jennifer Agiesta	Vice President Kamala Harris maintains a narrow advantage in two of the three “blue wall” states that collectively represent her clearest path to an Electoral College victory over former President Donald Trump, according to new CNN polls conducted by SSRS.	Vice President Kamala Harris maintains a narrow advantage in two of the three blue wall states that collectively represent her clearest path to an Electoral College victory over former President Dona… [+8308 chars]	2024-10-30T16:03:30Z	https://www.cnn.com/2024/10/30/politics/cnn-polls-michigan-wisconsin-pennsylvania-blue-wall/index.html
Trump calls Harris a fascist, says he is ‘the opposite of a Nazi’ | CNN Politics	Eric Bradner	Donald Trump on Monday told supporters in Georgia he is “the opposite of a Nazi,” as he responded to comparisons of his Sunday rally at Madison Square Garden to a 1939 pro-Nazi gathering at the same venue.	Donald Trump on Monday told supporters in Georgia he is the opposite of a Nazi, as he responded to comparisons of his Sunday rally at Madison Square Garden to a 1939 pro-Nazi gathering at the same ve… [+3952 chars]	2024-10-29T02:22:46Z	https://www.cnn.com/2024/10/28/politics/donald-trump-kamala-harris-fascist/index.html
Fact check: Trump begins final full day of campaign with repeat lies about immigration and jobs | CNN Politics	Daniel Dale	Former President Donald Trump began the final full day of the 2024 presidential campaign as he has spent many of the days prior: lying about immigration, the economy and other subjects.	"Former President Donald Trump began the final full day of the 2024 presidential campaign as he has spent many of the days prior: lying about immigration, the economy and other subjects.
At the first… [+10483 chars]"	2024-11-04T18:35:41Z	https://www.cnn.com/2024/11/04/politics/fact-check-trump-campaign-final-day-election/index.html
What happens to Trump’s criminal and civil cases now that he’s been reelected | CNN Politics	Devan Cole	Donald Trump has been reelected to the White House as a convicted felon who is awaiting sentencing in his hush money case in New York and still working to stave off prosecution in other state and federal cases.	Donald Trump has been reelected to the White Houseas a convicted felon who is awaiting sentencing in his hush money case in New York and still working to stave off prosecution in other state and fede… [+8509 chars]	2024-11-06T10:53:11Z	https://www.cnn.com/2024/11/06/politics/what-happens-to-trump-criminal-cases/index.html
Trump’s social media stock spikes as America goes to the polls | CNN Business	Matt Egan	Former President Donald Trump’s social media company is surging on Election Day as it faces a potential make-or-break moment that will be decided by voters.	"Former President Donald Trumps social media company is surging on Election Day as it faces a potential make-or-break moment that will be decided by voters.
Shares of Truth Social owner Trump Media &… [+2346 chars]"	2024-11-05T16:25:30Z	https://www.cnn.com/2024/11/05/investing/trump-stock-election-truth-social/index.html
Trump’s victory could mean US withdraws support for Ukraine in war with Russia | CNN Politics	Jennifer Hansler	With the reelection of Donald Trump, Ukraine may soon have to adjust to a dramatic reduction in US support that could have a decisive impact on the war with Russia.	"With the reelection of Donald Trump, Ukraine may soon have to adjust to a dramatic reduction in US support that could have a decisive impact on the war with Russia.
Throughout his campaign, the Repu… [+4862 chars]"	2024-11-06T10:45:26Z	https://www.cnn.com/2024/11/06/politics/trump-election-ukraine-war-russia-intl/index.html
DJT shares implode right before the election, losing Trump $2.4 billion in net worth	Matt Egan, David Goldman	Former President Donald Trump’s social media stock is plunging just ahead of the election, cutting deeply into Trump’s net worth.	"Former President Donald Trumps social media stock is plunging just ahead of the election, cutting deeply into his net worth.
After an absurd spike over the past five weeks that was based entirely on… [+3195 chars]"	2024-11-01T18:09:26Z	https://www.cnn.com/2024/11/01/investing/trump-stock-net-worth/index.html
Elon Musk peddles debunked 2020 election conspiracies at first solo town hall supporting Trump | CNN Business	Marshall Cohen	Elon Musk promoted several debunked conspiracy theories about the 2020 election during his first solo town hall Thursday in Pennsylvania, as he urged voters in the battleground state to support former President Donald Trump.	Elon Musk promoted several debunked conspiracy theories about the 2020 election during his first solo town hall Thursday in Pennsylvania, as he urged voters in the battleground state to support forme… [+3136 chars]	2024-10-18T03:22:29Z	https://www.cnn.com/2024/10/17/media/elon-musk-dominion-voting-misinformation/index.html
‘Central Park Five’ members sue Trump for defamation after his debate comments on 1989 case | CNN Politics	Devan Cole	Members of the “Central Park Five” sued former President Donald Trump on Monday over “false and defamatory” statements they allege he made about their 1989 case during a presidential debate last month.	"Members of the Central Park Five sued former President Donald Trump on Monday over false and defamatory statements they allege he made about their 1989 case during a presidential debate last month.
… [+1346 chars]"	2024-10-21T14:44:55Z	https://www.cnn.com/2024/10/21/politics/central-park-five-trump-defamation/index.html
Live updates: Harris town hall reaction and analysis | CNN Politics	Maureen Chowdhury, Shania Shelton, Michael Williams	Vice President Kamala Harris and former President Donald Trump are campaigning in battleground states in the final sprint to Election Day. Follow here for the latest live news updates.	"Beyoncé will appear alongside Vice President Kamala Harris for the first time on the campaign trail in Houston on Friday, a person familiar with the planning tells CNN.
Since the moment Harris ascen… [+2641 chars]"	2024-10-24T10:00:32Z	https://www.cnn.com/politics/live-news/harris-trump-election-10-24-24/index.html
23 Nobel Prize-winning economists call Harris’ economic plan ‘vastly superior’ to Trump’s | CNN Politics	Phil Mattingly	More than half of the living US recipients of the Nobel Prize for economics signed a letter that called Vice President Kamala Harris’ economic agenda “vastly superior” to the plans laid out by former President Donald Trump.	More than half of the living US recipients of the Nobel Prize for economics signed a letter that called Vice President Kamala Harris economic agenda vastly superior to the plans laid out by former Pr… [+6152 chars]	2024-10-23T09:01:01Z	https://www.cnn.com/2024/10/23/politics/nobel-prize-economists-harris-economic-plan/index.html
Video: Michelle Obama makes impassioned plea about abortion and reproductive rights at Harris rally in Michigan	John Branch	Former first lady Michelle Obama made the case to voters at a Kamala Harris rally in Kalamazoo, Michigan, that women’s reproductive rights need protect the health of all women and will be in danger if Donald Trump is elected.	Former first lady Michelle Obama made the case to voters at a Kamala Harris rally in Kalamazoo, Michigan, that women's reproductive rights need protecting and the health of all women will be in dange… [+28 chars]	2024-10-26T22:03:36Z	https://www.cnn.com/2024/10/26/politics/video/michelle-obama-reproductive-rights-kalamazoo-harris-rally-digvid
Trump campaign denies and revokes journalists’ election night credentials after critical coverage | CNN Business	Hadas Gold, Kristen Holmes	Journalists from multiple news organizations have been denied credentials to former President Donald Trump’s election night watch event in West Palm Beach, Florida, in retaliation for their coverage of Trump’s campaign.	Journalists from multiple news organizations have been denied credentials to former President Donald Trumps election night watch event in West Palm Beach, Florida, in retaliation for their coverage o… [+3499 chars]	2024-11-05T20:00:11Z	https://www.cnn.com/2024/11/05/media/trump-revokes-journalists-election-night-credentials/index.html
How Donald Trump is laying the groundwork to dispute the election results – again | CNN Politics	Jeremy Herb	Donald Trump is re-using his 2020 playbook to baselessly claim the 2024 election is being stolen from him and is being joined by allies with big megaphones amplifying his falsehoods ahead of Election Day.	Donald Trump is re-using his 2020 playbook to baselessly claim the 2024 election is being stolen from him and is being joined by allies with big megaphones amplifying his falsehoods ahead of Election… [+15894 chars]	2024-11-03T10:04:59Z	https://www.cnn.com/2024/11/03/politics/donald-trump-disputing-election-results/index.html
Fact check: Trump revives his lie that schools are secretly sending children for gender-affirming surgeries | CNN Politics	Daniel Dale	Former President Donald Trump continues to repeat his lie that US schools are sending children for gender-affirming surgeries without their parents’ consent — even though his own presidential campaign could not find a single example of this having happened.	Former President Donald Trump continues to repeat his lie that US schools are sending children for gender-affirming surgeries without their parents consent even though his own presidential campaign c… [+4672 chars]	2024-10-26T21:13:37Z	https://www.cnn.com/2024/10/26/politics/fact-check-trump-rogan-children-gender-affirming-surgeries/index.html
Donald Trump again asks court to dismiss January 6 criminal case, saying special counsel is unconstitutional | CNN Politics	Katelyn Polantz	Donald Trump’s legal team is asking a federal court to dismiss the January 6, 2021, election subversion case, saying that the office of special counsel Jack Smith is unconstitutional, in a court filing 12 days before the presidential election.	Donald Trumps legal team is asking a federal court to dismiss the January 6, 2021, election subversion case, saying that the office of special counsel Jack Smith is unconstitutional, in a court filin… [+4142 chars]	2024-10-24T23:04:45Z	https://www.cnn.com/2024/10/24/politics/trump-jack-smith-january-6-case/index.html
America’s economy explains a lot about why Trump got reelected	David Goldman	Donald Trump’s decisive election victory was about many things: a global rejection of incumbents, a rise in the Republican electorate and a battle for the future of America’s democracy. But voters consistently and repeatedly said issue No. 1 this election was…	Donald Trumps decisive election victory was about many things: a global rejection of incumbents, a rise in the Republican electorate and a battle for the future of Americas democracy. But voters cons… [+5751 chars]	2024-11-06T12:56:10Z	https://www.cnn.com/2024/11/06/economy/economy-trump-reelection/index.html
Inflation haunted Harris. If Trump isn’t careful, it will cost him too | CNN Business	Matt Egan	Donald Trump rode a powerful wave of discontent over the cost of living back to the White House.	"Donald Trump rode a powerful wave of discontent over the cost of living back to the White House.
Voters, fed up with high prices on everything from groceries to car insurance, have ousted Democrats … [+6209 chars]"	2024-11-07T10:37:43Z	https://www.cnn.com/2024/11/07/business/inflation-economy-trump-tariffs/index.html
Takeaways from Kamala Harris’ CNN town hall | CNN Politics	Eric Bradner	Vice President Kamala Harris told a Pennsylvania crowd at CNN’s town hall Wednesday night that she considers Republican rival Donald Trump a fascist.	"Over and over, Vice President Kamala Harris argued at a CNN town hall Wednesday night that Republican rival Donald Trump is unstable and unfit to serve.
The Democratic nominees message in the closin… [+11419 chars]"	2024-10-24T01:59:49Z	https://www.cnn.com/2024/10/23/politics/takeaways-kamala-harris-town-hall/index.html
CNN polling shows tight races in Georgia and North Carolina	Jennifer Agiesta	Neither Kamala Harris nor Donald Trump has established a clear advantage in the presidential race in Georgia and North Carolina, a new CNN/SSRS poll finds.	Neither Vice President Kamala Harris nor former President Donald Trump has established a clear advantage in the race for the White House in two key Southern battleground states, according to new CNN … [+7114 chars]	2024-10-31T16:03:27Z	https://www.cnn.com/2024/10/31/politics/cnn-poll-georgia-north-carolina/index.html
Elon Musk’s daily $1 million giveaway to voters can continue, Pennsylvania judge rules | CNN Politics	Marshall Cohen	A Pennsylvania judge ruled Monday that Elon Musk’s daily $1 million giveaway to voters can continue, in a victory for the tech billionaire and Donald Trump ally.	"A Pennsylvania judge ruled Monday that Elon Musks daily $1 million giveaway to voters can continue, in a victory for the tech billionaire and Donald Trump ally.
The practical impact of the ruling, h… [+3886 chars]"	2024-11-04T22:01:17Z	https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html
Fox News edited Trump’s rambling answers and false claims in barbershop interview, full video shows | CNN Business	Brian Stelter, Liam Reilly	The Fox News Channel’s recent segment about Donald Trump’s “surprise” visit to a barbershop in the Bronx resembled a campaign ad for the former president’s reelection.	"The Fox News Channels recent segment about Donald Trumps surprise visit to a barbershop in the Bronx resembled a campaign ad for the former presidents reelection.
Trump was seen taking questions and… [+3799 chars]"	2024-10-24T12:29:42Z	https://www.cnn.com/2024/10/24/media/fox-news-edit-trump-barbershop-interview/index.html
At least 30 election deniers and 2020 fake electors serving as Trump electors this year | CNN Politics	Marshall Cohen	More than a dozen Republicans who were “fake electors” in 2020, including several facing criminal charges, are serving as former President Donald Trump’s official electors in battleground states this year, according to a CNN survey.	More than a dozen Republicans who were fake electors in 2020, including several facing criminal charges, are serving as former President Donald Trumps official electors in battleground states this ye… [+12094 chars]	2024-10-17T09:00:48Z	https://www.cnn.com/2024/10/17/politics/2020-fake-electors-serving-as-trump-electors-this-year-dg/index.html
Trump says he ‘shouldn’t have left’ the White House as he closes campaign with increasingly dark message | CNN Politics	Gregory Krieg	Donald Trump, who said in Pennsylvania on Sunday that he regrets leaving the White House in 2021, is ending the 2024 campaign the way he began it – dishing out a stew of violent, disparaging rhetoric and repeated warnings that he will not accept defeat if it …	Donald Trump, who said in Pennsylvania on Sunday that he regrets leaving the White House in 2021, is ending the 2024 campaign the way he began it dishing out a stew of violent, disparaging rhetoric a… [+7089 chars]	2024-11-03T19:35:02Z	https://www.cnn.com/2024/11/03/politics/trump-dark-closing-message/index.html
Judge orders US Army to release records on Trump’s controversial Arlington Cemetery visit | CNN Politics	Haley Britzky	The US Army has been ordered by a district court judge to release records related to former President Donald Trump’s controversial August visit to Arlington National Cemetery by this Friday at the latest.	"The US Army has been ordered by a federal judge to release records related to former President Donald Trumps controversial August visit to Arlington National Cemetery by Friday at the latest.
The US… [+4180 chars]"	2024-10-22T16:55:05Z	https://www.cnn.com/2024/10/22/politics/judge-orders-army-release-trump-arlington-visit/index.html
Live updates: Donald Trump, Kamala Harris election news | CNN Politics	Shania Shelton, Tori B. Powell, Kaanita Iyer, Adrienne Vogt, Isabelle D’Antonio, Emma Tucker, Matt Meyer	With only three days until Election Day, Vice President Kamala Harris and former President Donald Trump are racing to deliver their closing pitches to voters in key battleground states. Follow here for the latest live news updates.	"With just days until Election Day, read up on the 2024 candidates on the Democratic and Republican tickets vying to win the White House.
Vice President Kamala Harris is the Democratic candidate for … [+1879 chars]"	2024-11-02T12:26:06Z	https://www.cnn.com/politics/live-news/trump-harris-election-11-02-24/index.html
Live updates: Donald Trump, Kamala Harris election news | CNN Politics	Antoinette Radford, Michelle Shen, Isabelle D’Antonio	With only two days until Election Day, Vice President Kamala Harris and former President Donald Trump are making their final case to voters in pivotal battleground states. Follow here for the latest live news updates.	Vice President Kamala Harris appeared on Saturday Night Live, making a surprise stop during the shows last episode before Election Day to give her fictional self some advice ahead of Tuesdays preside… [+1516 chars]	2024-11-03T13:11:13Z	https://www.cnn.com/politics/live-news/trump-harris-election-11-03-24/index.html
RFK Jr. said Trump promised him ‘control’ of HHS and USDA | CNN Politics	Aaron Pellish	Robert F. Kennedy Jr. told supporters on Monday that former president Donald Trump has promised to give him “control” of several public health agencies, including the US Department of Health and Human Services and the US Department of Agriculture, if he’s ree…	Robert F. Kennedy Jr. told supporters on Monday that former President Donald Trump has promised to give him control of several public health agencies, including the US Department of Health and Human … [+1824 chars]	2024-10-29T23:23:48Z	https://www.cnn.com/2024/10/29/politics/rfk-trump-control-hhs-usda/index.html
Fact check: Trump repeats numerous false claims at Madison Square Garden rally | CNN Politics	Daniel Dale	Former President Donald Trump repeated a series of long-debunked false claims about immigration and other subjects early in his speech at a Sunday evening rally at Madison Square Garden in New York City.	Former President Donald Trump repeated a series of false claims, many of which have long been debunked, about immigration and other subjects in his speech at a Sunday evening rally at Madison Square … [+7039 chars]	2024-10-28T00:54:33Z	https://www.cnn.com/2024/10/27/politics/fact-check-trump-false-claims-madison-square-garden/index.html
Trump insults Harris at Al Smith dinner while she barnstorms Wisconsin and mocks his ‘father of IVF’ claims	Gregory Krieg	Former President Donald Trump on Thursday night insulted Vice President Kamala Harris’ family, repeatedly mispronounced her name and complained about how badly he was treated during his presidency, drawing occasional cheers and some laughs from a friendly cro…	Former President Donald Trump on Thursday night insulted Vice President Kamala Harris family, repeatedly mispronounced her name and complained about how badly he was treated during his presidency, dr… [+4488 chars]	2024-10-18T05:00:06Z	https://www.cnn.com/2024/10/18/politics/trump-al-smith-harris-wisconsin/index.html
Obama recalls Trump’s 2020 election chaos at rally for Harris in Detroit, Michigan	Jeff Zeleny	Former President Barack Obama on Tuesday evening recalled the chaos and violence former President Donald Trump stoked in Detroit in the wake of the 2020 election as he made his case for Michigan voters to mobilize in support of Vice President Kamala Harris.	Former President Barack Obama on Tuesday evening recalled the chaos and violence former President Donald Trump stoked in Detroit in the wake of the 2020 election as he made his case for Michigan vote… [+4184 chars]	2024-10-23T03:29:39Z	https://www.cnn.com/2024/10/22/politics/obama-rally-for-harris-detroit-trump/index.html
Joe Rogan endorses Trump on eve of the election | CNN Politics	Alayna Treene	Popular podcast host Joe Rogan officially endorsed Donald Trump on the eve of the election, a move Trump’s team swiftly touted as a major win in the final hours of their campaign.	"Popular podcast host Joe Rogan officially endorsed Donald Trump on the eve of the election, a move Trumps team swiftly touted as a major win in the final hours of their campaign.
Rogan on Monday rel… [+1768 chars]"	2024-11-05T02:43:45Z	https://www.cnn.com/2024/11/04/politics/joe-rogan-trump-endorsement/index.html
Fact check: Watch out for these election night falsehoods | CNN Politics	Daniel Dale	Donald Trump told lie after lie in his speech on election night in 2020. With the former president running again in 2024, here are 12 possible falsehoods to watch out for on this week’s election night – and perhaps the following days, too.	Donald Trump told lie after lie in his speech on election night in 2020. With the former president running again in 2024, here are 12 possible falsehoods to watch out for on this weeks election night… [+6860 chars]	2024-11-02T09:06:37Z	https://www.cnn.com/2024/11/02/politics/fact-check-election-misinformation/index.html
Elon Musk exerts deepening influence on Donald Trump’s presidential transition | CNN Politics	Kaitlan Collins	Donald Trump’s Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect’s incoming administration, and those trying to influence him into hiring their picks for the top spots.	Donald Trumps Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elects incoming administration, and those trying to influence h… [+3284 chars]	2024-11-11T01:08:48Z	https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html
Elon Musk keeps up pro-Trump spending spree as Harris continues to dominate money race, new filings show | CNN Politics	Fredreka Schouten	Elon Musk plowed nearly $44 million in October into a super PAC working to restore Donald Trump to the White House – pushing the billionaire’s total donations to the group he established to benefit the former president to nearly $119 million, new campaign fin…	Elon Musk plowed nearly $44 million in October into a super PAC working to restore Donald Trump to the White House pushing the billionaires total donations to the group he established to benefit the … [+5653 chars]	2024-10-25T07:27:10Z	https://www.cnn.com/2024/10/25/politics/fundraising-takeaways-elon-musk-harris-trump/index.html
Judge Aileen Cannon defends her judicial independence and says she’s never met Trump | CNN Politics	Holmes Lybrand	Judge Aileen Cannon is refusing to recuse herself from the criminal case against the man accused of trying to assassinate Donald Trump, saying she has no relationship with the former president who nominated her to the federal bench and that she doesn’t contro…	Judge Aileen Cannon is refusing to recuse herself from the criminal case against the man accused of trying to assassinate Donald Trump, saying she has no relationship with the former president who no… [+2859 chars]	2024-10-29T21:05:21Z	https://www.cnn.com/2024/10/29/politics/aileen-cannon-trump-routh/index.html
Trump’s growing threats to strip broadcast licenses send chills across industry | CNN Business	Brian Stelter	Broadcast television licensing is not ordinarily a hot topic during a presidential election. But Donald Trump’s threats are not ordinary, either.	"Broadcast television licensing is not ordinarily a hot topic during a presidential election. But Donald Trumps threats are not ordinary, either.
In the past two years, Trump has called for every maj… [+6838 chars]"	2024-10-22T12:26:52Z	https://www.cnn.com/2024/10/22/media/trump-strip-tv-station-licenses-punish-media/index.html
Trump’s offensive Madison Square Garden rally triggers fears of overshadowed message and fallout with Puerto Rican voters	Kristen Holmes	The violent and vulgar rhetoric at Donald Trump’s Madison Square Garden rally Sunday has prompted finger-pointing within the former president’s inner circle and deep concern that his message was once again eclipsed by controversy.	The violent and vulgar rhetoric at Donald Trumps Madison Square Garden rally Sunday has prompted finger-pointing within the former presidents inner circle and deep concern that his message was once a… [+7704 chars]	2024-10-28T22:45:02Z	https://www.cnn.com/2024/10/28/politics/trump-offensive-rally-overshadowed-message/index.html
Pentagon officials discussing how to respond if Trump issues controversial orders | CNN Politics	Natasha Bertrand	Pentagon officials are holding informal discussions about how the department would respond if Donald Trump issues orders to deploy active-duty troops domestically and fire large swaths of apolitical staffers, defense officials told CNN.	Pentagon officials are holding informal discussions about how the Department of Defense would respond if Donald Trump issues orders to deploy active-duty troops domestically and fire large swaths of … [+7661 chars]	2024-11-08T20:12:00Z	https://www.cnn.com/2024/11/08/politics/pentagon-officials-discussing-trump/index.html
Jennifer Lopez says ‘every Latino in this country’ offended by Trump’s Madison Square Garden rally | CNN Politics	Eric Bradner	Jennifer Lopez, campaigning with Kamala Harris on Thursday in Nevada, said Donald Trump’s campaign had offended “every Latino in this country” with his Sunday rally at Madison Square Garden, where a comedian mocked Puerto Rico.	Jennifer Lopez, campaigning with Kamala Harris on Thursday in Nevada, said Donald Trumps campaign had offended every Latino in this country with his Sunday rally at Madison Square Garden, where a com… [+5166 chars]	2024-11-01T05:37:44Z	https://www.cnn.com/2024/11/01/politics/jennifer-lopez-kamala-harris-latino-voters/index.html
Trump’s 2024 victory revealed voter shifts that could reshape America’s political landscape | CNN Politics	Eric Bradner	President-elect Donald Trump won across the map — improving on Republican margins nearly everywhere and delivering on his promises to win over more non-White voters on his way to defeating Vice President Kamala Harris.	President-elect Donald Trump won across the map improving on Republican margins nearly everywhere and delivering on his promises to win over more non-White voters on his way to defeating Vice Preside… [+8543 chars]	2024-11-10T14:00:48Z	https://www.cnn.com/2024/11/10/politics/trump-voter-shifts-nationwide/index.html
Reggaeton superstar Nicky Jam withdraws Trump endorsement over Madison Square Garden rally: ‘Puerto Rico should be respected’ | CNN Politics	Elizabeth Wagmeister	Latin superstar Nicky Jam on Wednesday said he’s withdrawing his endorsement of former President Donald Trump, one month after appearing onstage with Trump donning a MAGA hat.	"Latin superstar Nicky Jam on Wednesday said hes withdrawing his endorsement of former President Donald Trump, one month after appearing onstage with Trump while donning a MAGA hat.
The reggaeton art… [+2769 chars]"	2024-10-30T18:56:48Z	https://www.cnn.com/2024/10/30/politics/nicky-jam-withdraws-trump-endorsement/index.html
What Americans heard about Trump heading into the campaign’s final week: fascism and french fries | CNN Politics	Ariel Edwards-levy	In the closing weeks of the 2024 campaign, much of the most discussed news around former President Donald Trump revolved around fascism and french fries, according to The Breakthrough, a CNN polling project that tracks what average Americans are actually hear…	In the closing weeks of the 2024 campaign, much of the most discussed news around former President Donald Trump revolved around fascism and french fries, according to The Breakthrough, a CNN polling … [+3247 chars]	2024-11-03T14:14:46Z	https://www.cnn.com/2024/11/03/politics/breakthrough-polling-project-trump-french-fries/index.html
Live updates: Trump wins the 2024 presidential election, CNN projects | CNN Politics	Elise Hammond, Antoinette Radford, Aditi Sangal, Michelle Shen	Donald Trump will return to the White House, CNN projects, in a moment of historic consequence for American democracy. Follow here for 2024 presidential election updates, results, analysis and more.	Russian President Vladimir Putin has no plans to congratulate Donald Trump, the Kremlin spokesperson said, adding, Lets not forget that we are talking about an unfriendly country that is both directl… [+1767 chars]	2024-11-06T08:23:26Z	https://www.cnn.com/politics/live-news/election-trump-harris-11-06-24/index.html
Supreme Court rules RFK Jr. will appear on Michigan and Wisconsin ballots despite suspending campaign	John Fritze	The Supreme Court declined Tuesday to let Robert F. Kennedy Jr. withdraw his name from ballots in Michigan and Wisconsin, battleground states where votes for his now suspended campaign could cut into support for former President Donald Trump.	The Supreme Court declined Tuesday to let Robert F. Kennedy Jr. withdraw his name from ballots in Michigan and Wisconsin, battleground states where votes for his now suspended campaign could cut into… [+1446 chars]	2024-10-29T20:56:56Z	https://www.cnn.com/2024/10/29/politics/rfk-jr-supreme-court-wisconsin-michigan/index.html
Why a second Trump presidency would hurt the global economy	Hanna Ziady	Donald Trump’s plan to slap steep tariffs on all imports if he is elected risks provoking trade wars that would hurt global economic growth and weigh on stock markets, eating into people’s pension pots and other invested savings.	When the United States hiked tariffs on most goods entering the country almost a century ago, the consequences were severe: global trade plummeted and US exports collapsed, as other countries retalia… [+8205 chars]	2024-10-24T11:12:19Z	https://www.cnn.com/2024/10/24/business/trump-second-presidency-global-economic-impact/index.html
Hillary Clinton says Trump is ‘more unhinged, more unstable’ than in 2016 | CNN Politics	Piper Hudspeth Blackburn	Former Secretary of State Hillary Clinton said Thursday that former President Donald Trump is now “more unhinged, more unstable” and more dangerous than when she faced him in the 2016 presidential election.	Former Secretary of State Hillary Clinton said Thursday that former President Donald Trump is now more unhinged, more unstable and more dangerous than when she faced him in the 2016 presidential elec… [+2836 chars]	2024-10-25T04:20:21Z	https://www.cnn.com/2024/10/25/politics/hillary-clinton-trump-harris-election/index.html
Democratic governors and AGs prepare for battle with Trump administration | CNN Politics	Eric Bradner	Democratic governors and attorneys general are beginning to build a Resistance 2.0, talking tough and promising new laws and legal battles as they seek to insulate their states from the conservative policies they expect President-elect Donald Trump to impleme…	Democratic governors and attorneys general are beginning to build a Resistance 2.0, talking tough and promising new laws and legal battles as they seek to insulate their states from the conservative … [+7299 chars]	2024-11-09T14:00:48Z	https://www.cnn.com/2024/11/09/politics/democratic-governors-attorneys-general-trump/index.html
Elon Musk joined Trump call with Ukraine’s Zelensky after US election | CNN	Tara John	Tech tycoon Elon Musk joined a call between US President-elect Donald Trump and Ukrainian President Volodymyr Zelensky the day after the presidential election, according to a source with knowledge of the situation.	Tech tycoon Elon Musk joined a call between US President-elect Donald Trump and Ukrainian President Volodymyr Zelensky the day after the presidential election, according to a source with knowledge of… [+2686 chars]	2024-11-08T18:31:54Z	https://www.cnn.com/2024/11/08/europe/ukraine-trump-elon-musk-zelensky-intl-latam/index.html
Georgia Supreme Court maintains block on controversial election rules from Trump allies | CNN Politics	Devan Cole	The Georgia Supreme Court won’t let the state election board enforce a slate of controversial new election rules that were passed by allies of Donald Trump, ruling Tuesday against Republicans who asked for them to be revived as early voting got underway in th…	The Georgia Supreme Court wont let the state election board enforce a slate of controversial new election rules that were passed by allies of Donald Trump, ruling Tuesday against Republicans who aske… [+1112 chars]	2024-10-22T20:43:43Z	https://www.cnn.com/2024/10/22/politics/georgia-supreme-court-maintains-block-on-controversial-new-election-rules/index.html
Trump says it was ‘my honor to be involved’ in controversial Madison Square Garden rally | CNN Politics	Eric Bradner	Donald Trump on Tuesday defended his controversial Madison Square Garden rally, telling supporters that the event was “an absolute love-fest” and that it was “my honor to be involved.”	"Donald Trump on Tuesday defended his controversial Madison Square Garden rally, telling supporters that the event was an absolute lovefest and that it was my honor to be involved.
The former preside… [+4244 chars]"	2024-10-29T17:37:01Z	https://www.cnn.com/2024/10/29/politics/donald-trump-madison-square-garden/index.html
Presidential election results 2024 | CNN Politics	Michael Baker	View maps and real-time results for the 2024 US presidential election matchup between former President Donald Trump and Vice President Kamala Harris. For more information, visit cnn.com/election.	Democratic nominee Kamala Harris and her Republican rival, Donald Trump, are both trying to make history this year. Harris is hoping to become the first woman elected president, while Trump is vying … [+310 chars]	2024-11-05T07:04:27Z	https://www.cnn.com/election/2024/results/president
Bad Bunny shows support for Harris after Tony Hinchcliffe makes offensive comment about Puerto Rico at Trump rally	Priscilla Alvarez	Puerto Rican superstar Bad Bunny signaled support for Vice President Kamala Harris on Sunday, sharing a clip on social media of the vice president’s plans for the island moments after a speaker made an offensive joke at Donald Trump’s New York rally, sparking…	Puerto Rican superstar Bad Bunny signaled support for Vice President Kamala Harris on Sunday, sharing a clip on social media of the vice presidents plans for the island moments after a speaker made a… [+3739 chars]	2024-10-28T02:16:07Z	https://www.cnn.com/2024/10/27/politics/bad-bunny-kamala-harris-puerto-rico/index.html
CNN Poll: Harris and Trump remain in a locked race and are tied heading into the final stretch	Jennifer Agiesta	The race for the White House rests on a razor’s edge in the final nationwide CNN poll before votes are counted. The poll, conducted by SSRS, finds 47% of likely voters support Vice President Kamala Harris and an equal 47% support former President Donald Trump.	The race for the White House rests on a razors edge in the final nationwide CNN poll before votes are counted. The poll, conducted by SSRS, finds 47% of likely voters support Vice President Kamala Ha… [+10196 chars]	2024-10-25T16:00:14Z	https://www.cnn.com/2024/10/25/politics/cnn-poll-harris-trump/index.html
Bitcoin hits $80,000. Why Trump is boosting crypto | CNN Business	David Goldman	Bitcoin on Sunday hit a new record above $80,000. The world’s largest cryptocurrency surged in the run-up to Tuesday’s US presidential election, rose sharply immediately on election night after it became clear Donald Trump would win and has continued rising i…	Bitcoin on Sunday hit a new record above $80,000. The worlds largest cryptocurrency surged in the run-up to Tuesdays US presidential election, rose sharply immediately on election night after it beca… [+2388 chars]	2024-11-10T14:51:34Z	https://www.cnn.com/2024/11/10/investing/bitcoin-record-trump/index.html
Kamala Harris' star-studded endorsements clearly have Donald Trump bothered	Ari Melber and Allison Detzel	Ari Melber explains the cultural and political impact of Beyoncé personally campaigning for Harris in an effort to defeat Trump	"This is an adapted excerpt from the Oct. 24 episode of ""The Beat with Ari Melber.""
Presidential campaigns try to reach voters any way they can: rallies and news interviews for the faithful or ads, d… [+3368 chars]"	2024-10-25T18:26:15Z	https://www.msnbc.com/top-stories/latest/beyonce-harris-rally-texas-endorsement-trump-houston-rcna177281
